order_id,warehouse_region,shipping_cost,promised_delivery_date,actual_delivery_date,delivery_status
O0000432,West Hub,9.09,2026-01-15,2026-01-14,On Time
O0000433,West Hub,7.82,2026-01-15,2026-01-14,On Time
O0000434,East Hub,14.09,2026-01-15,2026-01-15,On Time
O0000435,West Hub,9.65,2026-01-15,2026-01-14,On Time
O0000436,East Hub,10.66,2026-01-12,2026-01-11,On Time
O0000437,Central Hub,7.63,2026-01-12,2026-01-12,On Time
O0000438,Central Hub,8.49,2026-01-13,2026-01-13,On Time
O0000439,West Hub,15.37,2026-01-12,2026-01-17,Late
O0000440,East Hub,10.76,2026-01-14,2026-01-14,On Time
O0000441,East Hub,12.87,2026-01-12,2026-01-11,On Time
O0000442,East Hub,12.35,2026-01-14,2026-01-14,On Time
O0000443,East Hub,7.46,2026-01-14,2026-01-13,On Time
O0000444,West Hub,8.35,2026-01-12,2026-01-12,On Time
O0000445,East Hub,11.01,2026-01-12,2026-01-11,On Time
O0000446,Central Hub,8.79,2026-01-13,2026-01-13,On Time
O0000447,East Hub,7.74,2026-01-14,2026-01-13,On Time
O0000448,Central Hub,12.08,2026-01-15,2026-01-15,On Time
O0000449,Central Hub,6.15,2026-01-13,2026-01-13,On Time
O0000450,East Hub,9.57,2026-01-13,2026-01-13,On Time
O0000451,West Hub,8.84,2026-01-15,2026-01-15,On Time
O0000452,Central Hub,8.93,2026-01-12,2026-01-12,On Time
O0000453,West Hub,7.94,2026-01-15,2026-01-15,On Time
O0000454,East Hub,10.47,2026-01-15,2026-01-14,On Time
O0000455,West Hub,11.03,2026-01-13,2026-01-13,On Time
O0000456,West Hub,9.39,2026-01-14,2026-01-13,On Time
O0000457,Central Hub,11.75,2026-01-15,2026-01-15,On Time
O0000458,West Hub,13.73,2026-01-15,2026-01-19,Late
O0000459,West Hub,14.29,2026-01-14,2026-01-14,On Time
O0000460,West Hub,12.41,2026-01-14,2026-01-13,On Time
O0000461,East Hub,10.2,2026-01-15,2026-01-15,On Time
O0000462,West Hub,13.71,2026-01-15,2026-01-14,On Time
O0000463,West Hub,17.91,2026-01-15,2026-01-15,On Time
O0000464,East Hub,12.75,2026-01-14,2026-01-14,On Time
O0000465,West Hub,12.29,2026-01-14,2026-01-14,On Time
O0000466,East Hub,10.5,2026-01-14,2026-01-13,On Time
O0000467,East Hub,9.62,2026-01-13,2026-01-13,On Time
O0000468,West Hub,10.91,2026-01-12,2026-01-11,On Time
O0000469,East Hub,7.44,2026-01-12,2026-01-12,On Time
O0000470,West Hub,11.43,2026-01-15,2026-01-14,On Time
O0000471,West Hub,7.57,2026-01-14,2026-01-13,On Time
O0000472,East Hub,8.01,2026-01-15,2026-01-14,On Time
O0000473,West Hub,7.78,2026-01-14,2026-01-13,On Time
O0000474,West Hub,8.78,2026-01-13,2026-01-12,On Time
O0000475,West Hub,8.54,2026-01-13,2026-01-13,On Time
O0000476,East Hub,8.36,2026-01-12,2026-01-11,On Time
O0000477,East Hub,13.07,2026-01-14,2026-01-13,On Time
O0000478,Central Hub,13.41,2026-01-15,2026-01-17,Late
O0000479,East Hub,8.27,2026-01-14,2026-01-13,On Time
O0000480,West Hub,17.09,2026-01-12,2026-01-11,On Time
O0000481,Central Hub,9.03,2026-01-15,2026-01-14,On Time
O0000482,West Hub,11.22,2026-01-15,2026-01-16,Late
O0000483,East Hub,14.18,2026-01-15,2026-01-15,On Time
O0000484,West Hub,13.94,2026-01-14,2026-01-14,On Time
O0000485,East Hub,9.4,2026-01-13,2026-01-12,On Time
O0000486,East Hub,10.73,2026-01-12,2026-01-12,On Time
O0000487,East Hub,6.0,2026-01-15,2026-01-20,Late
O0000488,Central Hub,6.81,2026-01-12,2026-01-11,On Time
O0000489,West Hub,12.55,2026-01-15,2026-01-14,On Time
O0000490,Central Hub,13.04,2026-01-12,2026-01-12,On Time
O0000491,East Hub,7.0,2026-01-15,2026-01-14,On Time
O0000492,East Hub,9.2,2026-01-12,2026-01-12,On Time
O0000493,West Hub,13.17,2026-01-13,2026-01-13,On Time
O0000494,West Hub,8.25,2026-01-13,2026-01-13,On Time
O0000495,East Hub,15.16,2026-01-14,2026-01-14,On Time
O0000496,East Hub,9.35,2026-01-12,2026-01-11,On Time
O0000497,Central Hub,14.25,2026-01-12,2026-01-11,On Time
O0000498,East Hub,13.85,2026-01-13,2026-01-13,On Time
O0000499,East Hub,12.23,2026-01-14,2026-01-14,On Time
O0000500,West Hub,10.58,2026-01-12,2026-01-12,On Time
O0000501,East Hub,8.03,2026-01-15,2026-01-17,Late
O0000502,Central Hub,16.03,2026-01-13,2026-01-13,On Time
O0000503,East Hub,6.39,2026-01-13,2026-01-13,On Time
O0000504,West Hub,20.92,2026-01-14,2026-01-13,On Time
O0000505,Central Hub,7.51,2026-01-14,2026-01-14,On Time
O0000506,Central Hub,12.42,2026-01-13,2026-01-12,On Time
O0000507,West Hub,6.85,2026-01-13,2026-01-13,On Time
O0000508,East Hub,13.11,2026-01-13,2026-01-12,On Time
O0000509,West Hub,10.87,2026-01-15,2026-01-15,On Time
O0000510,Central Hub,11.26,2026-01-15,2026-01-14,On Time
O0000511,West Hub,8.4,2026-01-14,2026-01-18,Late
O0000512,Central Hub,9.39,2026-01-14,2026-01-14,On Time
O0000513,Central Hub,6.15,2026-01-14,2026-01-14,On Time
O0000514,Central Hub,9.49,2026-01-13,2026-01-12,On Time
O0000515,West Hub,7.03,2026-01-14,2026-01-14,On Time
O0000516,East Hub,14.01,2026-01-15,2026-01-14,On Time
O0000517,Central Hub,7.06,2026-01-15,2026-01-15,On Time
O0000518,Central Hub,10.81,2026-01-15,2026-01-14,On Time
O0000519,East Hub,10.98,2026-01-13,2026-01-12,On Time
O0000520,East Hub,7.71,2026-01-14,2026-01-14,On Time
O0000521,Central Hub,14.52,2026-01-14,2026-01-14,On Time
O0000522,Central Hub,7.52,2026-01-13,2026-01-13,On Time
O0000523,West Hub,22.49,2026-01-16,2026-01-16,On Time
O0000524,Central Hub,7.91,2026-01-13,2026-01-13,On Time
O0000525,West Hub,11.64,2026-01-15,2026-01-14,On Time
O0000526,Central Hub,8.7,2026-01-16,2026-01-15,On Time
O0000527,West Hub,8.41,2026-01-16,2026-01-15,On Time
O0000528,East Hub,10.09,2026-01-13,2026-01-13,On Time
O0000529,West Hub,10.53,2026-01-16,2026-01-15,On Time
O0000530,Central Hub,7.27,2026-01-16,2026-01-15,On Time
O0000531,Central Hub,8.12,2026-01-16,2026-01-15,On Time
O0000532,East Hub,10.37,2026-01-16,2026-01-15,On Time
O0000533,East Hub,6.32,2026-01-15,2026-01-15,On Time
O0000534,Central Hub,7.97,2026-01-14,2026-01-14,On Time
O0000535,East Hub,5.82,2026-01-13,2026-01-12,On Time
O0000536,Central Hub,7.03,2026-01-15,2026-01-14,On Time
O0000537,Central Hub,8.07,2026-01-16,2026-01-16,On Time
O0000538,West Hub,11.8,2026-01-15,2026-01-14,On Time
O0000539,East Hub,8.74,2026-01-13,2026-01-13,On Time
O0000540,East Hub,12.54,2026-01-15,2026-01-14,On Time
O0000541,Central Hub,11.04,2026-01-14,2026-01-14,On Time
O0000542,East Hub,23.55,2026-01-15,2026-01-15,On Time
O0000543,East Hub,13.55,2026-01-14,2026-01-14,On Time
O0000544,Central Hub,14.45,2026-01-16,2026-01-15,On Time
O0000545,West Hub,12.17,2026-01-13,2026-01-13,On Time
O0000546,Central Hub,8.8,2026-01-15,2026-01-15,On Time
O0000547,East Hub,10.47,2026-01-13,2026-01-13,On Time
O0000548,East Hub,11.2,2026-01-13,2026-01-12,On Time
O0000549,Central Hub,11.1,2026-01-15,2026-01-15,On Time
O0000550,West Hub,14.63,2026-01-13,2026-01-12,On Time
O0000551,West Hub,13.76,2026-01-13,2026-01-13,On Time
O0000552,West Hub,8.71,2026-01-13,2026-01-12,On Time
O0000553,Central Hub,12.33,2026-01-16,2026-01-16,On Time
O0000554,West Hub,7.73,2026-01-16,2026-01-17,Late
O0000555,East Hub,11.6,2026-01-16,2026-01-15,On Time
O0000556,West Hub,10.72,2026-01-14,2026-01-14,On Time
O0000557,West Hub,11.78,2026-01-13,2026-01-12,On Time
O0000558,East Hub,13.83,2026-01-14,2026-01-13,On Time
O0000559,East Hub,7.86,2026-01-14,2026-01-14,On Time
O0000560,Central Hub,6.53,2026-01-16,2026-01-15,On Time
O0000561,West Hub,9.67,2026-01-16,2026-01-16,On Time
O0000562,West Hub,7.5,2026-01-15,2026-01-15,On Time
O0000563,East Hub,6.47,2026-01-16,2026-01-16,On Time
O0000564,East Hub,8.01,2026-01-15,2026-01-15,On Time
O0000565,Central Hub,7.58,2026-01-15,2026-01-14,On Time
O0000566,East Hub,11.85,2026-01-15,2026-01-16,Late
O0000567,East Hub,7.17,2026-01-16,2026-01-15,On Time
O0000568,East Hub,7.69,2026-01-14,2026-01-13,On Time
O0000569,East Hub,7.95,2026-01-17,2026-01-16,On Time
O0000570,East Hub,11.27,2026-01-15,2026-01-15,On Time
O0000571,Central Hub,12.9,2026-01-17,2026-01-17,On Time
O0000572,West Hub,9.44,2026-01-14,2026-01-13,On Time
O0000573,East Hub,7.35,2026-01-14,2026-01-13,On Time
O0000574,West Hub,9.34,2026-01-16,2026-01-15,On Time
O0000575,Central Hub,9.48,2026-01-15,2026-01-15,On Time
O0000576,East Hub,8.76,2026-01-15,2026-01-15,On Time
O0000577,Central Hub,10.64,2026-01-15,2026-01-15,On Time
O0000578,Central Hub,9.29,2026-01-15,2026-01-14,On Time
O0000579,Central Hub,10.45,2026-01-14,2026-01-14,On Time
O0000580,West Hub,9.39,2026-01-17,2026-01-16,On Time
O0000581,Central Hub,19.64,2026-01-17,2026-01-16,On Time
O0000582,West Hub,9.36,2026-01-17,2026-01-17,On Time
O0000583,East Hub,9.06,2026-01-15,2026-01-15,On Time
O0000584,West Hub,6.9,2026-01-17,2026-01-16,On Time
O0000585,East Hub,11.03,2026-01-16,2026-01-16,On Time
O0000586,East Hub,9.92,2026-01-14,2026-01-13,On Time
O0000587,West Hub,18.19,2026-01-16,2026-01-16,On Time
O0000588,Central Hub,10.02,2026-01-14,2026-01-14,On Time
O0000589,West Hub,16.14,2026-01-17,2026-01-17,On Time
O0000590,Central Hub,9.25,2026-01-14,2026-01-13,On Time
O0000591,East Hub,7.59,2026-01-17,2026-01-17,On Time
O0000592,Central Hub,10.11,2026-01-15,2026-01-15,On Time
O0000593,West Hub,8.43,2026-01-16,2026-01-16,On Time
O0000594,Central Hub,10.88,2026-01-15,2026-01-14,On Time
O0000595,West Hub,16.77,2026-01-17,2026-01-16,On Time
O0000596,Central Hub,10.53,2026-01-17,2026-01-17,On Time
O0000597,East Hub,7.47,2026-01-16,2026-01-15,On Time
O0000598,Central Hub,10.18,2026-01-14,2026-01-13,On Time
O0000599,West Hub,10.37,2026-01-16,2026-01-16,On Time
O0000600,West Hub,9.91,2026-01-14,2026-01-14,On Time
O0000601,Central Hub,6.73,2026-01-16,2026-01-15,On Time
O0000602,East Hub,12.98,2026-01-17,2026-01-16,On Time
O0000603,East Hub,17.06,2026-01-15,2026-01-14,On Time
O0000604,Central Hub,13.33,2026-01-15,2026-01-15,On Time
O0000605,Central Hub,7.27,2026-01-15,2026-01-14,On Time
O0000606,West Hub,9.99,2026-01-17,2026-01-17,On Time
O0000607,Central Hub,9.37,2026-01-15,2026-01-14,On Time
O0000608,West Hub,18.59,2026-01-15,2026-01-15,On Time
O0000609,East Hub,10.08,2026-01-15,2026-01-14,On Time
O0000610,East Hub,13.93,2026-01-14,2026-01-14,On Time
O0000611,East Hub,9.39,2026-01-15,2026-01-15,On Time
O0000612,Central Hub,10.89,2026-01-15,2026-01-15,On Time
O0000613,Central Hub,8.65,2026-01-15,2026-01-15,On Time
O0000614,East Hub,11.99,2026-01-16,2026-01-16,On Time
O0000615,East Hub,7.53,2026-01-16,2026-01-16,On Time
O0000616,East Hub,5.97,2026-01-14,2026-01-13,On Time
O0000617,Central Hub,8.07,2026-01-15,2026-01-15,On Time
O0000618,West Hub,15.64,2026-01-15,2026-01-14,On Time
O0000619,East Hub,7.63,2026-01-15,2026-01-15,On Time
O0000620,Central Hub,10.09,2026-01-17,2026-01-17,On Time
O0000621,Central Hub,7.08,2026-01-18,2026-01-18,On Time
O0000622,West Hub,5.53,2026-01-17,2026-01-17,On Time
O0000623,West Hub,7.43,2026-01-15,2026-01-15,On Time
O0000624,East Hub,8.03,2026-01-18,2026-01-17,On Time
O0000625,Central Hub,6.89,2026-01-18,2026-01-17,On Time
O0000626,Central Hub,6.45,2026-01-18,2026-01-18,On Time
O0000627,East Hub,10.35,2026-01-16,2026-01-15,On Time
O0000628,West Hub,13.88,2026-01-18,2026-01-17,On Time
O0000629,Central Hub,7.95,2026-01-15,2026-01-14,On Time
O0000630,Central Hub,10.6,2026-01-18,2026-01-17,On Time
O0000631,East Hub,11.76,2026-01-17,2026-01-16,On Time
O0000632,East Hub,14.63,2026-01-18,2026-01-17,On Time
O0000633,West Hub,11.1,2026-01-17,2026-01-16,On Time
O0000634,East Hub,8.25,2026-01-16,2026-01-15,On Time
O0000635,West Hub,22.53,2026-01-18,2026-01-17,On Time
O0000636,Central Hub,12.78,2026-01-15,2026-01-14,On Time
O0000637,Central Hub,8.25,2026-01-18,2026-01-18,On Time
O0000638,West Hub,9.36,2026-01-16,2026-01-15,On Time
O0000639,East Hub,7.94,2026-01-18,2026-01-17,On Time
O0000640,West Hub,9.64,2026-01-18,2026-01-17,On Time
O0000641,West Hub,17.27,2026-01-15,2026-01-16,Late
O0000642,Central Hub,12.36,2026-01-16,2026-01-16,On Time
O0000643,East Hub,9.49,2026-01-15,2026-01-14,On Time
O0000644,Central Hub,10.52,2026-01-17,2026-01-16,On Time
O0000645,West Hub,9.72,2026-01-15,2026-01-14,On Time
O0000646,West Hub,24.09,2026-01-15,2026-01-15,On Time
O0000647,East Hub,6.84,2026-01-15,2026-01-14,On Time
O0000648,West Hub,8.75,2026-01-18,2026-01-18,On Time
O0000649,East Hub,9.74,2026-01-15,2026-01-16,Late
O0000650,East Hub,7.69,2026-01-16,2026-01-16,On Time
O0000651,East Hub,9.34,2026-01-15,2026-01-14,On Time
O0000652,East Hub,7.64,2026-01-15,2026-01-14,On Time
O0000653,West Hub,10.32,2026-01-18,2026-01-17,On Time
O0000654,West Hub,13.88,2026-01-18,2026-01-17,On Time
O0000655,East Hub,11.21,2026-01-17,2026-01-19,Late
O0000656,Central Hub,7.29,2026-01-17,2026-01-16,On Time
O0000657,East Hub,8.49,2026-01-16,2026-01-15,On Time
O0000658,East Hub,7.63,2026-01-16,2026-01-16,On Time
O0000659,Central Hub,12.46,2026-01-15,2026-01-14,On Time
O0000660,West Hub,10.18,2026-01-15,2026-01-15,On Time
O0000661,Central Hub,8.27,2026-01-17,2026-01-16,On Time
O0000662,Central Hub,7.66,2026-01-17,2026-01-17,On Time
O0000663,Central Hub,9.26,2026-01-16,2026-01-16,On Time
O0000664,West Hub,11.64,2026-01-16,2026-01-15,On Time
O0000665,West Hub,12.53,2026-01-16,2026-01-16,On Time
O0000666,West Hub,12.39,2026-01-16,2026-01-16,On Time
O0000667,East Hub,9.87,2026-01-17,2026-01-16,On Time
O0000668,West Hub,10.73,2026-01-15,2026-01-15,On Time
O0000669,Central Hub,7.72,2026-01-17,2026-01-16,On Time
O0000670,Central Hub,11.18,2026-01-15,2026-01-14,On Time
O0000671,East Hub,10.4,2026-01-16,2026-01-15,On Time
O0000672,West Hub,8.87,2026-01-18,2026-01-17,On Time
O0000673,Central Hub,7.37,2026-01-18,2026-01-18,On Time
O0000674,West Hub,8.11,2026-01-17,2026-01-20,Late
O0000675,East Hub,7.19,2026-01-17,2026-01-16,On Time
O0000676,Central Hub,6.77,2026-01-15,2026-01-14,On Time
O0000677,West Hub,10.05,2026-01-15,2026-01-15,On Time
O0000678,West Hub,16.33,2026-01-17,2026-01-17,On Time
O0000679,Central Hub,10.46,2026-01-17,2026-01-17,On Time
O0000680,West Hub,11.86,2026-01-17,2026-01-16,On Time
O0000681,Central Hub,7.79,2026-01-16,2026-01-15,On Time
O0000682,Central Hub,13.54,2026-01-18,2026-01-18,On Time
O0000683,Central Hub,9.6,2026-01-15,2026-01-15,On Time
O0000684,Central Hub,6.99,2026-01-18,2026-01-18,On Time
O0000685,East Hub,11.04,2026-01-18,2026-01-18,On Time
O0000686,Central Hub,18.76,2026-01-16,2026-01-15,On Time
O0000687,East Hub,8.58,2026-01-18,2026-01-18,On Time
O0000688,East Hub,9.35,2026-01-16,2026-01-15,On Time
O0000689,East Hub,10.82,2026-01-16,2026-01-15,On Time
O0000690,East Hub,11.83,2026-01-15,2026-01-14,On Time
O0000691,Central Hub,10.21,2026-01-15,2026-01-15,On Time
O0000692,East Hub,9.62,2026-01-16,2026-01-15,On Time
O0000693,Central Hub,7.79,2026-01-16,2026-01-16,On Time
O0000694,West Hub,12.61,2026-01-15,2026-01-14,On Time
O0000695,East Hub,8.59,2026-01-18,2026-01-17,On Time
O0000696,East Hub,7.97,2026-01-17,2026-01-17,On Time
O0000697,East Hub,6.26,2026-01-16,2026-01-16,On Time
O0000698,West Hub,11.01,2026-01-18,2026-01-18,On Time
O0000699,West Hub,11.99,2026-01-19,2026-01-19,On Time
O0000700,Central Hub,11.1,2026-01-18,2026-01-17,On Time
O0000701,East Hub,16.6,2026-01-16,2026-01-15,On Time
O0000702,Central Hub,11.09,2026-01-18,2026-01-17,On Time
O0000703,Central Hub,9.78,2026-01-16,2026-01-16,On Time
O0000704,West Hub,10.67,2026-01-17,2026-01-16,On Time
O0000705,West Hub,12.73,2026-01-18,2026-01-17,On Time
O0000706,West Hub,9.41,2026-01-19,2026-01-19,On Time
O0000707,West Hub,10.67,2026-01-19,2026-01-19,On Time
O0000708,Central Hub,8.59,2026-01-17,2026-01-17,On Time
O0000709,Central Hub,11.84,2026-01-16,2026-01-15,On Time
O0000710,West Hub,10.62,2026-01-16,2026-01-16,On Time
O0000711,West Hub,11.3,2026-01-16,2026-01-15,On Time
O0000712,East Hub,7.64,2026-01-17,2026-01-17,On Time
O0000713,Central Hub,11.92,2026-01-16,2026-01-16,On Time
O0000714,Central Hub,9.45,2026-01-17,2026-01-16,On Time
O0000715,Central Hub,9.34,2026-01-18,2026-01-17,On Time
O0000716,East Hub,8.65,2026-01-18,2026-01-17,On Time
O0000717,Central Hub,7.89,2026-01-17,2026-01-16,On Time
O0000718,West Hub,7.86,2026-01-18,2026-01-17,On Time
O0000719,East Hub,8.65,2026-01-19,2026-01-19,On Time
O0000720,East Hub,7.11,2026-01-16,2026-01-15,On Time
O0000721,West Hub,14.42,2026-01-19,2026-01-18,On Time
O0000722,West Hub,16.73,2026-01-16,2026-01-16,On Time
O0000723,East Hub,9.59,2026-01-17,2026-01-16,On Time
O0000724,Central Hub,13.04,2026-01-16,2026-01-15,On Time
O0000725,East Hub,7.76,2026-01-19,2026-01-19,On Time
O0000726,Central Hub,12.24,2026-01-18,2026-01-18,On Time
O0000727,East Hub,11.16,2026-01-18,2026-01-17,On Time
O0000728,East Hub,9.1,2026-01-16,2026-01-16,On Time
O0000729,East Hub,17.05,2026-01-18,2026-01-17,On Time
O0000730,Central Hub,17.78,2026-01-19,2026-01-18,On Time
O0000731,Central Hub,6.83,2026-01-16,2026-01-16,On Time
O0000732,Central Hub,8.5,2026-01-18,2026-01-17,On Time
O0000733,Central Hub,11.33,2026-01-19,2026-01-18,On Time
O0000734,East Hub,12.75,2026-01-17,2026-01-16,On Time
O0000735,West Hub,11.67,2026-01-18,2026-01-18,On Time
O0000736,West Hub,15.87,2026-01-16,2026-01-15,On Time
O0000737,Central Hub,19.28,2026-01-17,2026-01-17,On Time
O0000738,East Hub,9.53,2026-01-18,2026-01-18,On Time
O0000739,East Hub,6.78,2026-01-16,2026-01-15,On Time
O0000740,East Hub,11.18,2026-01-16,2026-01-15,On Time
O0000741,Central Hub,6.79,2026-01-18,2026-01-18,On Time
O0000742,Central Hub,8.85,2026-01-19,2026-01-19,On Time
O0000743,Central Hub,9.19,2026-01-16,2026-01-16,On Time
O0000744,Central Hub,13.71,2026-01-17,2026-01-16,On Time
O0000745,East Hub,9.48,2026-01-18,2026-01-18,On Time
O0000746,West Hub,8.49,2026-01-16,2026-01-15,On Time
O0000747,Central Hub,9.84,2026-01-17,2026-01-16,On Time
O0000748,West Hub,10.79,2026-01-19,2026-01-19,On Time
O0000749,West Hub,8.73,2026-01-19,2026-01-19,On Time
O0000750,West Hub,12.52,2026-01-18,2026-01-17,On Time
O0000751,East Hub,7.61,2026-01-16,2026-01-15,On Time
O0000752,Central Hub,7.1,2026-01-18,2026-01-18,On Time
O0000753,West Hub,8.64,2026-01-19,2026-01-23,Late
O0000754,West Hub,10.54,2026-01-18,2026-01-18,On Time
O0000755,Central Hub,10.54,2026-01-18,2026-01-18,On Time
O0000756,West Hub,8.33,2026-01-18,2026-01-17,On Time
O0000757,Central Hub,7.87,2026-01-19,2026-01-18,On Time
O0000758,West Hub,11.27,2026-01-19,2026-01-18,On Time
O0000759,East Hub,6.48,2026-01-18,2026-01-17,On Time
O0000760,East Hub,6.21,2026-01-18,2026-01-19,Late
O0000761,East Hub,6.93,2026-01-18,2026-01-17,On Time
O0000762,East Hub,8.43,2026-01-19,2026-01-19,On Time
O0000763,East Hub,10.89,2026-01-19,2026-01-23,Late
O0000764,West Hub,16.38,2026-01-17,2026-01-17,On Time
O0000765,East Hub,6.97,2026-01-16,2026-01-16,On Time
O0000766,East Hub,10.46,2026-01-16,2026-01-16,On Time
O0000767,Central Hub,6.93,2026-01-18,2026-01-17,On Time
O0000768,Central Hub,6.87,2026-01-18,2026-01-18,On Time
O0000769,East Hub,10.31,2026-01-18,2026-01-18,On Time
O0000770,East Hub,8.95,2026-01-16,2026-01-15,On Time
O0000771,East Hub,9.43,2026-01-18,2026-01-17,On Time
O0000772,Central Hub,15.59,2026-01-16,2026-01-16,On Time
O0000773,East Hub,9.63,2026-01-19,2026-01-19,On Time
O0000774,West Hub,7.81,2026-01-18,2026-01-18,On Time
O0000775,East Hub,8.84,2026-01-19,2026-01-19,On Time
O0000776,West Hub,7.58,2026-01-17,2026-01-16,On Time
O0000777,East Hub,9.07,2026-01-19,2026-01-18,On Time
O0000778,Central Hub,8.01,2026-01-18,2026-01-18,On Time
O0000779,East Hub,16.67,2026-01-19,2026-01-18,On Time
O0000780,East Hub,6.35,2026-01-17,2026-01-16,On Time
O0000781,West Hub,11.31,2026-01-17,2026-01-16,On Time
O0000782,Central Hub,17.47,2026-01-18,2026-01-18,On Time
O0000783,East Hub,8.02,2026-01-17,2026-01-18,Late
O0000784,Central Hub,9.26,2026-01-19,2026-01-19,On Time
O0000785,Central Hub,6.65,2026-01-20,2026-01-20,On Time
O0000786,East Hub,9.02,2026-01-20,2026-01-19,On Time
O0000787,East Hub,9.73,2026-01-20,2026-01-20,On Time
O0000788,West Hub,14.24,2026-01-19,2026-01-18,On Time
O0000789,Central Hub,19.4,2026-01-19,2026-01-18,On Time
O0000790,Central Hub,7.91,2026-01-20,2026-01-19,On Time
O0000791,Central Hub,11.73,2026-01-20,2026-01-19,On Time
O0000792,East Hub,9.31,2026-01-19,2026-01-18,On Time
O0000793,East Hub,7.07,2026-01-20,2026-01-20,On Time
O0000794,Central Hub,11.16,2026-01-19,2026-01-18,On Time
O0000795,East Hub,9.35,2026-01-19,2026-01-19,On Time
O0000796,East Hub,7.47,2026-01-20,2026-01-20,On Time
O0000797,West Hub,10.03,2026-01-17,2026-01-16,On Time
O0000798,Central Hub,7.41,2026-01-20,2026-01-20,On Time
O0000799,Central Hub,6.68,2026-01-18,2026-01-17,On Time
O0000800,East Hub,8.7,2026-01-17,2026-01-18,Late
O0000801,Central Hub,12.54,2026-01-20,2026-01-20,On Time
O0000802,East Hub,6.6,2026-01-20,2026-01-19,On Time
O0000803,East Hub,7.52,2026-01-20,2026-01-20,On Time
O0000804,Central Hub,11.08,2026-01-19,2026-01-18,On Time
O0000805,East Hub,7.58,2026-01-20,2026-01-19,On Time
O0000806,East Hub,10.9,2026-01-19,2026-01-19,On Time
O0000807,East Hub,9.57,2026-01-17,2026-01-16,On Time
O0000808,Central Hub,14.18,2026-01-20,2026-01-20,On Time
O0000809,East Hub,6.55,2026-01-18,2026-01-17,On Time
O0000810,East Hub,12.95,2026-01-20,2026-01-20,On Time
O0000811,Central Hub,13.33,2026-01-18,2026-01-17,On Time
O0000812,West Hub,11.33,2026-01-19,2026-01-19,On Time
O0000813,East Hub,9.25,2026-01-20,2026-01-20,On Time
O0000814,East Hub,9.85,2026-01-17,2026-01-16,On Time
O0000815,East Hub,7.06,2026-01-18,2026-01-18,On Time
O0000816,Central Hub,10.81,2026-01-17,2026-01-16,On Time
O0000817,East Hub,12.8,2026-01-17,2026-01-17,On Time
O0000818,Central Hub,12.41,2026-01-17,2026-01-17,On Time
O0000819,West Hub,9.04,2026-01-20,2026-01-19,On Time
O0000820,West Hub,12.77,2026-01-18,2026-01-17,On Time
O0000821,East Hub,14.59,2026-01-18,2026-01-18,On Time
O0000822,West Hub,11.31,2026-01-20,2026-01-19,On Time
O0000823,East Hub,11.51,2026-01-18,2026-01-18,On Time
O0000824,East Hub,9.46,2026-01-18,2026-01-17,On Time
O0000825,Central Hub,5.92,2026-01-17,2026-01-16,On Time
O0000826,Central Hub,12.95,2026-01-18,2026-01-17,On Time
O0000827,Central Hub,7.33,2026-01-19,2026-01-18,On Time
O0000828,West Hub,8.25,2026-01-19,2026-01-19,On Time
O0000829,Central Hub,8.44,2026-01-17,2026-01-16,On Time
