return_id,order_item_id,return_date,return_quantity,return_amount,return_reason
R0001872,OI00015836,2026-06-17,2,127.14,Changed Mind
R0001873,OI00015842,2026-06-09,1,691.54,Size or Fit
R0001874,OI00015848,2026-06-24,1,69.12,Arrived Late
R0001875,OI00015850,2026-06-17,1,74.25,Not as Described
R0001876,OI00015851,2026-05-31,1,89.04,Arrived Late
R0001877,OI00015863,2026-06-28,1,409.91,Size or Fit
R0001878,OI00015867,2026-06-13,1,467.95,Damaged
R0001879,OI00015884,2026-06-25,1,145.51,Changed Mind
R0001880,OI00015893,2026-06-28,1,421.92,
R0001881,OI00015922,2026-05-28,1,136.28,Not as Described
R0001882,OI00015931,2026-06-27,2,217.86,Not as Described
R0001883,OI00015932,2026-05-28,1,127.28,Not as Described
R0001884,OI00015934,2026-06-29,1,122.89,Damaged
R0001885,OI00015935,2026-06-25,1,217.19,Size or Fit
R0001886,OI00015944,2026-06-07,1,117.06,Wrong Item
R0001887,OI00015946,2026-07-05,1,321.3,
R0001888,OI00015950,2026-06-12,1,536.0,Changed Mind
R0001889,OI00015954,2026-06-26,1,195.29,
R0001890,OI00015955,2026-06-23,1,262.52,Changed Mind
R0001891,OI00015973,2026-06-17,1,266.74,Changed Mind
R0001892,OI00015975,2026-06-23,1,71.14,Size or Fit
R0001893,OI00015985,2026-05-27,1,601.94,Size or Fit
R0001894,OI00015986,2026-06-01,1,129.91,Size or Fit
R0001895,OI00015989,2026-06-13,1,84.48,Damaged
R0001896,OI00015992,2026-06-03,1,77.16,
R0001897,OI00015994,2026-05-31,1,533.19,Changed Mind
R0001898,OI00016007,2026-06-28,1,131.46,Size or Fit
R0001899,OI00016011,2026-07-01,1,102.37,Size or Fit
R0001900,OI00016024,2026-05-26,1,478.53,
R0001901,OI00016027,2026-06-14,1,74.24,Size or Fit
R0001902,OI00016039,2026-06-19,1,493.3,Not as Described
R0001903,OI00016040,2026-07-03,1,569.35,Damaged
R0001904,OI00016042,2026-07-04,1,81.5,Size or Fit
R0001905,OI00016049,2026-06-07,1,80.67,Changed Mind
R0001906,OI00016050,2026-05-29,1,50.37,Changed Mind
R0001907,OI00016061,2026-06-06,1,154.8,Size or Fit
R0001908,OI00016068,2026-06-30,1,113.11,Not as Described
R0001909,OI00016081,2026-06-14,2,874.96,Size or Fit
R0001910,OI00016085,2026-06-16,1,125.17,Changed Mind
R0001911,OI00016101,2026-06-09,1,620.02,Changed Mind
R0001912,OI00016105,2026-06-23,1,146.95,
R0001913,OI00016112,2026-06-07,2,160.24,Size or Fit
R0001914,OI00016123,2026-05-31,1,120.82,Damaged
R0001915,OI00016128,2026-06-10,1,283.87,Changed Mind
R0001916,OI00016132,2026-06-26,1,101.25,Changed Mind
R0001917,OI00016140,2026-06-09,1,45.28,
R0001918,OI00016147,2026-07-03,1,110.04,Changed Mind
R0001919,OI00016153,2026-06-11,1,146.56,
R0001920,OI00016193,2026-06-09,1,369.37,Damaged
R0001921,OI00016196,2026-06-24,2,624.14,Arrived Late
R0001922,OI00016197,2026-06-23,1,61.28,Changed Mind
R0001923,OI00016201,2026-05-29,1,76.72,Arrived Late
R0001924,OI00016204,2026-07-01,1,102.68,
R0001925,OI00016205,2026-05-31,1,792.81,Not as Described
R0001926,OI00016213,2026-06-17,1,261.32,Damaged
R0001927,OI00016226,2026-07-01,2,156.78,
R0001928,OI00016233,2026-06-25,1,115.1,
R0001929,OI00016244,2026-06-21,1,81.48,
R0001930,OI00016255,2026-06-11,1,67.76,Size or Fit
R0001931,OI00016259,2026-06-11,1,371.51,Wrong Item
R0001932,OI00016261,2026-06-08,1,126.66,Size or Fit
R0001933,OI00016264,2026-06-12,1,74.68,Damaged
R0001934,OI00016277,2026-06-27,1,774.56,Not as Described
R0001935,OI00016295,2026-06-25,1,141.1,Changed Mind
R0001936,OI00016297,2026-05-29,1,82.01,Changed Mind
R0001937,OI00016303,2026-07-01,1,278.79,Wrong Item
R0001938,OI00016314,2026-06-23,1,72.72,Arrived Late
R0001939,OI00016318,2026-06-13,2,160.54,Size or Fit
R0001940,OI00016320,2026-06-06,1,122.23,Damaged
R0001941,OI00016324,2026-06-15,1,808.73,Size or Fit
R0001942,OI00016325,2026-06-27,1,453.25,Arrived Late
R0001943,OI00016349,2026-06-18,1,141.51,Size or Fit
R0001944,OI00016350,2026-06-27,1,29.43,Changed Mind
R0001945,OI00016366,2026-07-08,1,272.47,Changed Mind
R0001946,OI00016373,2026-05-31,1,110.62,Size or Fit
R0001947,OI00016374,2026-06-11,2,544.68,
R0001948,OI00016386,2026-06-25,1,480.79,Not as Described
R0001949,OI00016388,2026-06-04,1,132.06,Changed Mind
R0001950,OI00016402,2026-06-04,1,123.67,Changed Mind
R0001951,OI00016407,2026-06-05,2,620.8,Size or Fit
R0001952,OI00016422,2026-06-01,1,159.7,Not as Described
R0001953,OI00016432,2026-06-13,1,403.38,Damaged
R0001954,OI00016436,2026-06-14,1,104.69,
R0001955,OI00016444,2026-06-26,1,142.88,Size or Fit
R0001956,OI00016448,2026-06-25,1,360.34,
R0001957,OI00016455,2026-06-06,1,73.83,Arrived Late
R0001958,OI00016462,2026-06-19,1,294.53,Size or Fit
R0001959,OI00016473,2026-06-01,1,103.9,Size or Fit
R0001960,OI00016479,2026-06-24,1,112.33,Size or Fit
R0001961,OI00016487,2026-06-03,1,100.22,Arrived Late
R0001962,OI00016497,2026-05-31,1,197.35,Changed Mind
R0001963,OI00016510,2026-06-11,1,402.11,Size or Fit
R0001964,OI00016530,2026-06-04,1,148.46,Changed Mind
R0001965,OI00016538,2026-06-14,1,46.81,
R0001966,OI00016573,2026-07-02,2,165.46,Arrived Late
R0001967,OI00016574,2026-07-02,1,125.16,Size or Fit
R0001968,OI00016577,2026-06-28,1,155.29,Changed Mind
R0001969,OI00016582,2026-07-08,2,163.08,Damaged
R0001970,OI00016585,2026-07-01,1,138.64,
R0001971,OI00016590,2026-06-27,1,563.66,
R0001972,OI00016605,2026-07-10,1,96.07,Size or Fit
R0001973,OI00016608,2026-06-28,1,159.29,Not as Described
R0001974,OI00016610,2026-06-16,1,802.23,Damaged
R0001975,OI00016611,2026-06-10,1,149.49,Arrived Late
R0001976,OI00016620,2026-07-11,1,333.23,Size or Fit
R0001977,OI00016623,2026-06-14,1,367.95,Changed Mind
R0001978,OI00016654,2026-06-13,1,69.66,Size or Fit
R0001979,OI00016665,2026-06-14,1,349.95,Arrived Late
R0001980,OI00016669,2026-06-25,1,678.74,Size or Fit
R0001981,OI00016677,2026-06-13,1,123.52,Changed Mind
R0001982,OI00016694,2026-07-06,1,96.89,Size or Fit
R0001983,OI00016735,2026-06-15,1,290.78,Changed Mind
R0001984,OI00016749,2026-07-06,1,13.55,Damaged
R0001985,OI00016751,2026-07-12,1,29.37,Not as Described
R0001986,OI00016754,2026-06-09,1,67.54,Changed Mind
R0001987,OI00016761,2026-06-23,1,137.87,Size or Fit
R0001988,OI00016766,2026-07-11,1,83.4,Size or Fit
R0001989,OI00016781,2026-06-02,1,82.04,Size or Fit
R0001990,OI00016786,2026-07-12,1,62.67,Wrong Item
R0001991,OI00016793,2026-07-02,1,260.5,Size or Fit
R0001992,OI00016797,2026-07-04,1,67.76,
R0001993,OI00016802,2026-06-30,1,80.68,Size or Fit
R0001994,OI00016810,2026-06-07,1,77.48,Changed Mind
R0001995,OI00016817,2026-07-07,1,75.15,Damaged
R0001996,OI00016819,2026-07-03,1,71.45,Damaged
R0001997,OI00016821,2026-07-06,1,71.25,Damaged
R0001998,OI00016831,2026-06-25,1,664.82,Size or Fit
R0001999,OI00016834,2026-06-09,1,59.9,Changed Mind
R0002000,OI00016835,2026-06-23,1,80.58,
R0002001,OI00016840,2026-07-13,2,1115.0,Size or Fit
R0002002,OI00016844,2026-06-06,1,31.41,Changed Mind
R0002003,OI00016845,2026-06-11,1,152.72,Arrived Late
R0002004,OI00016862,2026-06-21,1,143.19,Size or Fit
R0002005,OI00016870,2026-06-26,1,680.79,Changed Mind
R0002006,OI00016873,2026-07-02,1,132.23,Not as Described
R0002007,OI00016875,2026-06-23,1,76.9,Changed Mind
R0002008,OI00016896,2026-06-28,1,157.26,Size or Fit
R0002009,OI00016901,2026-06-14,1,54.53,
R0002010,OI00016904,2026-07-09,1,142.44,Damaged
R0002011,OI00016911,2026-07-06,1,28.12,Changed Mind
R0002012,OI00016913,2026-06-18,1,484.95,Arrived Late
R0002013,OI00016918,2026-07-11,2,1241.32,Arrived Late
R0002014,OI00016930,2026-06-18,1,101.14,Damaged
R0002015,OI00016951,2026-06-20,1,65.28,Size or Fit
R0002016,OI00016953,2026-07-02,2,151.22,Damaged
R0002017,OI00016956,2026-07-05,1,162.58,Arrived Late
R0002018,OI00016966,2026-06-10,1,108.63,Size or Fit
R0002019,OI00016967,2026-06-15,1,331.26,
R0002020,OI00016978,2026-07-13,1,123.99,Size or Fit
R0002021,OI00016980,2026-06-04,2,248.28,Size or Fit
R0002022,OI00016985,2026-06-15,1,81.49,Size or Fit
R0002023,OI00016986,2026-07-04,1,31.31,Size or Fit
R0002024,OI00017005,2026-07-04,2,171.88,
R0002025,OI00017010,2026-07-14,1,123.43,Damaged
R0002026,OI00017024,2026-06-23,1,288.92,Damaged
R0002027,OI00017029,2026-06-07,1,81.16,Damaged
R0002028,OI00017033,2026-07-13,1,273.96,Damaged
R0002029,OI00017037,2026-06-22,1,100.57,Changed Mind
R0002030,OI00017047,2026-06-07,1,134.01,Size or Fit
R0002031,OI00017052,2026-06-15,1,731.28,
R0002032,OI00017053,2026-07-02,1,112.91,Size or Fit
R0002033,OI00017062,2026-06-30,1,68.5,Size or Fit
R0002034,OI00017068,2026-06-12,1,70.27,Damaged
R0002035,OI00017070,2026-07-04,1,196.58,Changed Mind
R0002036,OI00017072,2026-06-20,1,145.39,Arrived Late
R0002037,OI00017074,2026-07-13,1,69.12,Not as Described
R0002038,OI00017075,2026-07-14,1,82.46,Size or Fit
R0002039,OI00017079,2026-06-28,1,126.9,Size or Fit
R0002040,OI00017090,2026-06-22,1,122.54,
R0002041,OI00017092,2026-06-08,1,67.88,Size or Fit
R0002042,OI00017093,2026-07-01,1,656.18,Size or Fit
R0002043,OI00017105,2026-07-10,1,130.93,Arrived Late
R0002044,OI00017108,2026-06-27,1,123.99,Not as Described
R0002045,OI00017115,2026-07-07,1,344.24,Damaged
R0002046,OI00017116,2026-06-25,2,205.82,Size or Fit
R0002047,OI00017123,2026-06-30,1,76.87,Changed Mind
R0002048,OI00017126,2026-07-09,1,102.97,Changed Mind
R0002049,OI00017137,2026-06-18,1,110.41,Size or Fit
R0002050,OI00017147,2026-07-06,1,79.62,Arrived Late
R0002051,OI00017152,2026-06-25,1,66.82,Changed Mind
R0002052,OI00017155,2026-07-11,1,85.95,Not as Described
R0002053,OI00017164,2026-07-06,1,47.44,Arrived Late
R0002054,OI00017165,2026-06-22,1,75.59,Damaged
R0002055,OI00017169,2026-06-08,1,125.86,
R0002056,OI00017174,2026-07-11,1,620.52,Damaged
R0002057,OI00017177,2026-07-01,1,101.69,Size or Fit
R0002058,OI00017193,2026-06-22,1,66.99,Size or Fit
R0002059,OI00017209,2026-06-23,1,122.06,Changed Mind
R0002060,OI00017228,2026-07-11,1,70.8,
R0002061,OI00017230,2026-06-29,1,286.05,
R0002062,OI00017251,2026-07-06,1,805.25,Not as Described
R0002063,OI00017254,2026-06-26,1,45.09,Changed Mind
R0002064,OI00017266,2026-06-19,1,70.15,Wrong Item
R0002065,OI00017268,2026-06-11,1,492.31,
R0002066,OI00017271,2026-06-10,1,773.75,Damaged
R0002067,OI00017285,2026-06-09,1,270.0,Arrived Late
R0002068,OI00017292,2026-06-24,1,120.74,Damaged
R0002069,OI00017295,2026-07-06,1,75.79,Not as Described
R0002070,OI00017297,2026-07-16,1,122.37,Size or Fit
R0002071,OI00017315,2026-06-16,1,143.43,
R0002072,OI00017322,2026-07-15,1,18.71,Damaged
R0002073,OI00017325,2026-06-18,1,148.96,
R0002074,OI00017333,2026-07-04,1,121.6,Arrived Late
R0002075,OI00017345,2026-07-12,1,72.15,Damaged
R0002076,OI00017363,2026-07-04,1,126.56,Changed Mind
R0002077,OI00017367,2026-07-17,2,107.94,Wrong Item
R0002078,OI00017369,2026-06-17,1,62.55,Changed Mind
R0002079,OI00017370,2026-06-26,1,677.61,Wrong Item
R0002080,OI00017371,2026-07-06,1,123.69,Size or Fit
R0002081,OI00017381,2026-06-10,1,406.11,
R0002082,OI00017383,2026-06-18,1,128.64,Changed Mind
R0002083,OI00017389,2026-07-15,1,83.79,Size or Fit
R0002084,OI00017408,2026-07-12,1,140.09,Size or Fit
R0002085,OI00017411,2026-07-13,1,419.16,Arrived Late
R0002086,OI00017414,2026-07-11,1,124.25,Arrived Late
R0002087,OI00017421,2026-06-11,1,67.72,Wrong Item
R0002088,OI00017441,2026-07-06,1,120.28,Wrong Item
R0002089,OI00017453,2026-07-07,2,303.34,Arrived Late
R0002090,OI00017456,2026-07-02,1,189.27,Arrived Late
R0002091,OI00017500,2026-07-12,1,67.72,Arrived Late
R0002092,OI00017542,2026-07-10,1,260.23,Not as Described
R0002093,OI00017543,2026-06-21,1,139.92,Size or Fit
R0002094,OI00017551,2026-06-12,1,105.62,Size or Fit
R0002095,OI00017570,2026-06-27,1,113.13,Damaged
R0002096,OI00017584,2026-07-06,2,812.27,Arrived Late
R0002097,OI00017585,2026-06-28,1,67.04,Size or Fit
R0002098,OI00017592,2026-06-24,1,81.86,Arrived Late
R0002099,OI00017603,2026-06-25,1,111.92,Size or Fit
R0002100,OI00017637,2026-07-16,1,77.12,Wrong Item
R0002101,OI00017638,2026-07-06,1,149.59,Changed Mind
R0002102,OI00017640,2026-06-26,1,149.75,Not as Described
R0002103,OI00017654,2026-06-14,1,110.05,Changed Mind
R0002104,OI00017656,2026-06-19,1,63.43,Size or Fit
R0002105,OI00017665,2026-06-12,2,251.64,Size or Fit
R0002106,OI00017668,2026-07-18,1,124.28,Size or Fit
R0002107,OI00017713,2026-06-21,1,314.48,Damaged
R0002108,OI00017717,2026-07-10,1,660.33,Changed Mind
R0002109,OI00017720,2026-06-18,1,358.08,Changed Mind
R0002110,OI00017730,2026-06-30,1,88.62,Size or Fit
R0002111,OI00017741,2026-06-29,1,53.47,Size or Fit
R0002112,OI00017754,2026-06-23,1,63.41,
R0002113,OI00017757,2026-06-12,1,111.3,Arrived Late
R0002114,OI00017760,2026-07-11,1,124.37,Not as Described
R0002115,OI00017786,2026-07-01,1,85.66,Arrived Late
R0002116,OI00017789,2026-06-21,1,111.7,Wrong Item
R0002117,OI00017791,2026-07-12,1,79.15,Size or Fit
R0002118,OI00017803,2026-06-14,1,81.42,Not as Described
R0002119,OI00017808,2026-06-20,1,103.99,Size or Fit
R0002120,OI00017813,2026-06-15,1,263.2,Changed Mind
R0002121,OI00017816,2026-06-12,1,160.61,Wrong Item
R0002122,OI00017818,2026-07-03,1,102.45,
R0002123,OI00017831,2026-06-24,1,114.02,Changed Mind
R0002124,OI00017833,2026-07-17,1,29.39,Arrived Late
R0002125,OI00017836,2026-06-10,1,315.05,Wrong Item
R0002126,OI00017841,2026-07-12,1,100.92,Not as Described
R0002127,OI00017842,2026-07-16,1,66.99,Arrived Late
R0002128,OI00017844,2026-07-01,1,146.05,Damaged
R0002129,OI00017851,2026-06-29,1,150.2,Damaged
R0002130,OI00017855,2026-07-20,1,94.84,Damaged
R0002131,OI00017864,2026-07-11,1,273.74,Wrong Item
R0002132,OI00017870,2026-07-21,1,31.62,Changed Mind
R0002133,OI00017882,2026-06-17,1,397.29,Damaged
R0002134,OI00017888,2026-07-02,1,83.01,Changed Mind
R0002135,OI00017898,2026-07-12,1,100.75,Damaged
R0002136,OI00017909,2026-06-24,1,30.27,Wrong Item
R0002137,OI00017949,2026-06-24,1,151.62,
R0002138,OI00017952,2026-06-25,1,145.32,Arrived Late
R0002139,OI00017972,2026-07-18,1,123.09,Damaged
R0002140,OI00017974,2026-07-01,1,82.12,Damaged
R0002141,OI00017993,2026-07-06,1,52.45,Size or Fit
R0002142,OI00018011,2026-06-19,1,13.96,Wrong Item
R0002143,OI00018015,2026-06-28,1,138.46,Not as Described
R0002144,OI00018019,2026-07-16,1,137.4,
R0002145,OI00018027,2026-07-07,1,113.05,Wrong Item
R0002146,OI00018040,2026-07-10,1,141.12,Not as Described
R0002147,OI00018059,2026-06-14,1,74.88,
R0002148,OI00018072,2026-06-25,1,297.79,Size or Fit
R0002149,OI00018077,2026-06-16,1,63.62,Damaged
R0002150,OI00018085,2026-06-18,1,139.64,Damaged
R0002151,OI00018097,2026-07-03,1,104.72,Not as Described
R0002152,OI00018102,2026-06-25,1,72.85,Not as Described
R0002153,OI00018105,2026-06-13,1,81.93,Size or Fit
R0002154,OI00018111,2026-06-19,1,161.57,Changed Mind
R0002155,OI00018115,2026-07-23,1,80.83,Changed Mind
R0002156,OI00018123,2026-07-23,1,379.34,
R0002157,OI00018129,2026-06-18,1,136.44,Size or Fit
R0002158,OI00018132,2026-06-28,1,81.75,Changed Mind
R0002159,OI00018144,2026-07-15,1,80.53,Changed Mind
R0002160,OI00018147,2026-07-06,1,260.27,Changed Mind
R0002161,OI00018158,2026-07-04,1,129.8,Not as Described
R0002162,OI00018174,2026-07-21,1,121.21,Size or Fit
R0002163,OI00018177,2026-06-26,1,420.3,Size or Fit
R0002164,OI00018181,2026-06-18,1,466.38,Size or Fit
R0002165,OI00018199,2026-07-16,1,638.08,Changed Mind
R0002166,OI00018208,2026-07-08,1,483.59,Wrong Item
R0002167,OI00018214,2026-07-09,1,121.57,
R0002168,OI00018231,2026-07-18,1,80.1,Size or Fit
R0002169,OI00018232,2026-07-13,1,81.17,Not as Described
R0002170,OI00018237,2026-06-16,1,145.11,Changed Mind
R0002171,OI00018241,2026-06-20,2,211.39,
R0002172,OI00018255,2026-07-07,1,58.05,Not as Described
R0002173,OI00018257,2026-06-18,1,81.9,Changed Mind
R0002174,OI00018262,2026-06-18,1,77.45,Not as Described
R0002175,OI00018268,2026-07-12,1,147.63,
R0002176,OI00018269,2026-07-09,1,108.51,Size or Fit
R0002177,OI00018274,2026-07-01,1,122.24,Wrong Item
R0002178,OI00018280,2026-07-16,1,73.97,Damaged
R0002179,OI00018286,2026-06-19,1,315.61,Arrived Late
R0002180,OI00018294,2026-07-03,1,79.91,Size or Fit
R0002181,OI00018296,2026-07-19,1,85.62,
R0002182,OI00018312,2026-07-24,1,250.07,Damaged
R0002183,OI00018334,2026-07-01,1,107.39,Changed Mind
R0002184,OI00018341,2026-07-02,1,104.24,Size or Fit
R0002185,OI00018371,2026-07-23,1,66.8,Damaged
R0002186,OI00018376,2026-07-18,1,149.75,Arrived Late
R0002187,OI00018389,2026-06-22,1,123.64,Changed Mind
R0002188,OI00018398,2026-06-27,1,102.12,Not as Described
R0002189,OI00018406,2026-06-17,1,651.18,
R0002190,OI00018411,2026-07-15,1,403.66,Size or Fit
R0002191,OI00018412,2026-06-17,1,57.48,Not as Described
R0002192,OI00018414,2026-07-16,1,470.49,Size or Fit
R0002193,OI00018424,2026-06-29,1,105.18,Size or Fit
R0002194,OI00018425,2026-06-17,1,108.43,Damaged
R0002195,OI00018428,2026-07-24,1,62.96,
R0002196,OI00018431,2026-07-10,1,137.61,Size or Fit
R0002197,OI00018460,2026-06-29,1,124.01,Changed Mind
R0002198,OI00018470,2026-06-15,1,560.83,Not as Described
R0002199,OI00018484,2026-07-10,1,82.74,Size or Fit
R0002200,OI00018485,2026-07-10,1,82.03,Size or Fit
R0002201,OI00018495,2026-07-06,1,405.56,Changed Mind
R0002202,OI00018499,2026-07-21,1,80.73,Size or Fit
R0002203,OI00018508,2026-07-07,1,83.48,
R0002204,OI00018528,2026-07-23,1,103.84,Changed Mind
R0002205,OI00018530,2026-06-29,1,107.68,Changed Mind
R0002206,OI00018541,2026-07-09,1,141.81,Size or Fit
R0002207,OI00018544,2026-06-21,1,140.19,
R0002208,OI00018546,2026-06-18,1,123.77,Size or Fit
R0002209,OI00018555,2026-07-26,2,163.64,Arrived Late
R0002210,OI00018580,2026-06-25,1,572.97,Damaged
R0002211,OI00018584,2026-07-15,1,28.87,Damaged
R0002212,OI00018590,2026-07-02,1,476.08,Size or Fit
R0002213,OI00018602,2026-07-19,1,260.99,Changed Mind
R0002214,OI00018611,2026-06-25,1,74.4,Changed Mind
R0002215,OI00018625,2026-06-22,1,663.81,Arrived Late
R0002216,OI00018627,2026-07-15,1,469.21,Damaged
R0002217,OI00018637,2026-07-16,2,295.2,Size or Fit
R0002218,OI00018638,2026-06-26,1,659.58,Damaged
R0002219,OI00018642,2026-06-24,1,101.99,
R0002220,OI00018644,2026-06-29,1,123.19,Changed Mind
R0002221,OI00018657,2026-07-17,1,43.38,Not as Described
R0002222,OI00018666,2026-07-11,1,80.48,Arrived Late
R0002223,OI00018675,2026-06-17,2,521.54,Damaged
R0002224,OI00018709,2026-07-22,1,18.83,Size or Fit
R0002225,OI00018720,2026-07-04,1,78.54,Damaged
R0002226,OI00018732,2026-06-18,2,225.41,Changed Mind
R0002227,OI00018738,2026-07-06,1,794.94,
R0002228,OI00018752,2026-06-26,2,37.58,Size or Fit
R0002229,OI00018761,2026-07-03,1,148.45,Damaged
R0002230,OI00018766,2026-06-28,1,93.92,Damaged
R0002231,OI00018792,2026-07-20,1,332.02,Changed Mind
R0002232,OI00018794,2026-07-05,1,118.68,
R0002233,OI00018805,2026-06-19,1,81.75,Arrived Late
R0002234,OI00018808,2026-07-16,1,68.78,Changed Mind
R0002235,OI00018810,2026-07-18,1,132.47,Damaged
R0002236,OI00018823,2026-07-26,1,128.12,Wrong Item
R0002237,OI00018828,2026-07-03,1,73.58,Changed Mind
R0002238,OI00018840,2026-07-21,1,66.28,Wrong Item
R0002239,OI00018861,2026-06-25,1,113.54,Damaged
R0002240,OI00018866,2026-07-28,1,67.2,Changed Mind
R0002241,OI00018867,2026-06-28,1,60.98,Arrived Late
R0002242,OI00018879,2026-07-19,1,56.79,Wrong Item
R0002243,OI00018886,2026-07-05,1,120.37,Size or Fit
R0002244,OI00018891,2026-07-16,1,80.86,Size or Fit
R0002245,OI00018903,2026-07-27,1,799.95,Not as Described
R0002246,OI00018905,2026-07-26,1,142.94,Arrived Late
R0002247,OI00018923,2026-07-18,2,781.13,
R0002248,OI00018928,2026-07-23,1,65.82,Changed Mind
R0002249,OI00018961,2026-07-01,1,103.61,Changed Mind
R0002250,OI00018966,2026-07-22,1,66.64,
R0002251,OI00018977,2026-07-27,1,18.66,Wrong Item
R0002252,OI00018982,2026-06-21,1,85.05,Damaged
R0002253,OI00018996,2026-07-09,2,252.86,Wrong Item
R0002254,OI00019001,2026-07-28,1,145.91,
R0002255,OI00019003,2026-07-05,1,353.73,Not as Described
R0002256,OI00019004,2026-07-16,1,150.66,Damaged
R0002257,OI00019015,2026-07-09,1,82.8,Wrong Item
R0002258,OI00019017,2026-06-29,1,125.5,Changed Mind
R0002259,OI00019021,2026-07-23,1,44.88,Changed Mind
R0002260,OI00019030,2026-07-15,1,261.55,Not as Described
R0002261,OI00019035,2026-07-14,1,61.46,Not as Described
R0002262,OI00019038,2026-07-27,1,670.23,Size or Fit
R0002263,OI00019059,2026-07-24,1,440.05,Wrong Item
R0002264,OI00019060,2026-07-17,1,416.89,Changed Mind
R0002265,OI00019068,2026-07-05,1,75.34,
R0002266,OI00019092,2026-07-11,1,262.04,
R0002267,OI00019117,2026-07-16,1,355.8,Changed Mind
R0002268,OI00019122,2026-07-18,1,137.06,
R0002269,OI00019139,2026-07-07,1,293.93,Changed Mind
R0002270,OI00019145,2026-07-22,1,688.75,Damaged
R0002271,OI00019148,2026-07-11,1,121.67,Not as Described
R0002272,OI00019151,2026-07-31,2,148.36,Arrived Late
R0002273,OI00019160,2026-07-09,2,248.64,Damaged
R0002274,OI00019175,2026-07-10,1,312.76,Not as Described
R0002275,OI00019180,2026-07-20,1,106.1,
R0002276,OI00019188,2026-07-26,1,143.75,Changed Mind
R0002277,OI00019189,2026-07-05,1,637.36,Changed Mind
R0002278,OI00019190,2026-07-14,1,68.55,Size or Fit
R0002279,OI00019194,2026-07-26,1,265.45,Changed Mind
R0002280,OI00019197,2026-06-25,1,144.51,Arrived Late
R0002281,OI00019202,2026-07-23,1,420.71,Changed Mind
R0002282,OI00019207,2026-06-24,1,118.79,Changed Mind
R0002283,OI00019209,2026-07-12,1,98.19,Size or Fit
R0002284,OI00019212,2026-07-31,1,82.6,Size or Fit
R0002285,OI00019214,2026-07-18,1,122.51,Changed Mind
R0002286,OI00019215,2026-07-29,1,76.54,Size or Fit
R0002287,OI00019218,2026-07-05,1,95.47,
R0002288,OI00019224,2026-07-17,1,144.44,Size or Fit
R0002289,OI00019226,2026-07-01,1,37.87,Arrived Late
R0002290,OI00019233,2026-07-11,1,98.95,Not as Described
R0002291,OI00019237,2026-06-22,1,486.73,Not as Described
R0002292,OI00019242,2026-06-30,1,129.91,Size or Fit
R0002293,OI00019243,2026-07-24,1,122.15,Not as Described
R0002294,OI00019244,2026-06-30,2,133.46,Not as Described
R0002295,OI00019246,2026-06-26,1,148.05,
R0002296,OI00019253,2026-06-28,1,140.19,Arrived Late
R0002297,OI00019263,2026-06-24,1,124.67,Damaged
R0002298,OI00019268,2026-07-15,1,82.06,Changed Mind
R0002299,OI00019270,2026-07-29,1,676.55,Changed Mind
R0002300,OI00019273,2026-07-04,1,152.22,Size or Fit
R0002301,OI00019274,2026-06-28,2,237.46,Damaged
R0002302,OI00019279,2026-07-28,1,68.81,
R0002303,OI00019286,2026-07-12,1,101.54,Changed Mind
R0002304,OI00019290,2026-06-25,1,287.22,Not as Described
R0002305,OI00019293,2026-07-02,1,230.63,Damaged
R0002306,OI00019305,2026-07-11,1,28.17,Size or Fit
R0002307,OI00019307,2026-07-07,1,66.59,Size or Fit
R0002308,OI00019310,2026-07-31,1,67.21,Size or Fit
R0002309,OI00019323,2026-07-15,1,140.25,Size or Fit
R0002310,OI00019326,2026-07-08,1,134.85,Damaged
R0002311,OI00019327,2026-07-03,1,107.18,Damaged
R0002312,OI00019330,2026-06-28,1,60.62,Changed Mind
R0002313,OI00019349,2026-06-22,1,396.9,Not as Described
R0002314,OI00019375,2026-07-13,1,288.38,Damaged
R0002315,OI00019389,2026-07-23,1,132.33,
R0002316,OI00019396,2026-07-17,1,272.93,Arrived Late
R0002317,OI00019411,2026-07-07,1,149.29,Size or Fit
R0002318,OI00019450,2026-07-13,2,285.02,Changed Mind
R0002319,OI00019458,2026-07-03,1,317.19,Arrived Late
R0002320,OI00019459,2026-07-23,1,68.4,Size or Fit
R0002321,OI00019460,2026-07-15,1,388.83,Changed Mind
R0002322,OI00019465,2026-07-31,1,92.61,Wrong Item
R0002323,OI00019475,2026-06-28,1,83.87,Changed Mind
R0002324,OI00019477,2026-06-30,1,100.55,Size or Fit
R0002325,OI00019486,2026-07-10,1,143.53,Arrived Late
R0002326,OI00019503,2026-07-15,1,109.99,Size or Fit
R0002327,OI00019505,2026-06-24,1,31.23,
R0002328,OI00019516,2026-06-27,1,166.18,Size or Fit
R0002329,OI00019518,2026-07-14,1,74.37,Damaged
R0002330,OI00019519,2026-07-20,1,27.7,Size or Fit
R0002331,OI00019521,2026-07-28,2,132.3,Arrived Late
R0002332,OI00019534,2026-06-26,1,247.87,Not as Described
R0002333,OI00019539,2026-07-23,2,56.1,Changed Mind
R0002334,OI00019542,2026-06-25,1,159.68,Changed Mind
R0002335,OI00019544,2026-06-23,1,157.65,
R0002336,OI00019550,2026-06-27,1,138.12,Arrived Late
R0002337,OI00019562,2026-07-18,1,237.22,
R0002338,OI00019565,2026-07-20,1,51.97,Damaged
R0002339,OI00019571,2026-07-14,1,137.69,Size or Fit
